GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargettied diagonal,MtypeNonTargte tied diagonal, and prior 0.1 is 0.48790609137055835
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargetmvg,MtypeNonTargte mvg, and prior 0.1 is 0.4339467005076142
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargetmvg,MtypeNonTargte tied, and prior 0.1 is 0.44230964467005074
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargetmvg,MtypeNonTargte diagonal, and prior 0.1 is 0.4360152284263959
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargetmvg,MtypeNonTargte tied diagonal, and prior 0.1 is 0.4535152284263959
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargettied,MtypeNonTargte mvg, and prior 0.1 is 0.4590355329949239
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargettied,MtypeNonTargte tied, and prior 0.1 is 0.4696319796954315
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargettied,MtypeNonTargte diagonal, and prior 0.1 is 0.4393781725888325
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargettied,MtypeNonTargte tied diagonal, and prior 0.1 is 0.47290609137055833
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargetdiagonal,MtypeNonTargte mvg, and prior 0.1 is 0.42868020304568527
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargetdiagonal,MtypeNonTargte tied, and prior 0.1 is 0.42574873096446697
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargetdiagonal,MtypeNonTargte diagonal, and prior 0.1 is 0.4078299492385787
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargetdiagonal,MtypeNonTargte tied diagonal, and prior 0.1 is 0.462994923857868
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargettied diagonal,MtypeNonTargte mvg, and prior 0.1 is 0.4281725888324873
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargettied diagonal,MtypeNonTargte tied, and prior 0.1 is 0.4270431472081218
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargettied diagonal,MtypeNonTargte diagonal, and prior 0.1 is 0.43972081218274117
GMM, minDCF NO PCA with nTarget 4,nNonTarget8,MTypeTargettied diagonal,MtypeNonTargte tied diagonal, and prior 0.1 is 0.46006345177664976
    GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargetmvg,MtypeNonTargte mvg, and prior 0.1 is 0.4188578680203046
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargetmvg,MtypeNonTargte tied, and prior 0.1 is 0.4066243654822335
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargetmvg,MtypeNonTargte diagonal, and prior 0.1 is 0.39644670050761427
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargetmvg,MtypeNonTargte tied diagonal, and prior 0.1 is 0.42574873096446697
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargettied,MtypeNonTargte mvg, and prior 0.1 is 0.4176522842639594
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargettied,MtypeNonTargte tied, and prior 0.1 is 0.41376903553299493
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargettied,MtypeNonTargte diagonal, and prior 0.1 is 0.40118020304568525
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargettied,MtypeNonTargte tied diagonal, and prior 0.1 is 0.4376522842639594
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargetdiagonal,MtypeNonTargte mvg, and prior 0.1 is 0.40687817258883247
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargetdiagonal,MtypeNonTargte tied, and prior 0.1 is 0.3767893401015228
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargetdiagonal,MtypeNonTargte diagonal, and prior 0.1 is 0.39713197969543146
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargetdiagonal,MtypeNonTargte tied diagonal, and prior 0.1 is 0.4109263959390863
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargettied diagonal,MtypeNonTargte mvg, and prior 0.1 is 0.4181725888324873
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargettied diagonal,MtypeNonTargte tied, and prior 0.1 is 0.3801522842639594
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargettied diagonal,MtypeNonTargte diagonal, and prior 0.1 is 0.40446700507614214
GMM, minDCF NO PCA with nTarget 4,nNonTarget16,MTypeTargettied diagonal,MtypeNonTargte tied diagonal, and prior 0.1 is 0.4216116751269035
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargetmvg,MtypeNonTargte mvg, and prior 0.1 is 0.3805837563451776
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargetmvg,MtypeNonTargte tied, and prior 0.1 is 0.36274111675126897
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargetmvg,MtypeNonTargte diagonal, and prior 0.1 is 0.34567258883248725
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargetmvg,MtypeNonTargte tied diagonal, and prior 0.1 is 0.3820558375634518
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargettied,MtypeNonTargte mvg, and prior 0.1 is 0.3863578680203046
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargettied,MtypeNonTargte tied, and prior 0.1 is 0.36852791878172586
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargettied,MtypeNonTargte diagonal, and prior 0.1 is 0.3709263959390863
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargettied,MtypeNonTargte tied diagonal, and prior 0.1 is 0.3838578680203046
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargetdiagonal,MtypeNonTargte mvg, and prior 0.1 is 0.34851522842639593
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargetdiagonal,MtypeNonTargte tied, and prior 0.1 is 0.33817258883248724
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargetdiagonal,MtypeNonTargte diagonal, and prior 0.1 is 0.34317258883248725
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargetdiagonal,MtypeNonTargte tied diagonal, and prior 0.1 is 0.35403553299492385
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargettied diagonal,MtypeNonTargte mvg, and prior 0.1 is 0.36842639593908627
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargettied diagonal,MtypeNonTargte tied, and prior 0.1 is 0.3459390862944162
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargettied diagonal,MtypeNonTargte diagonal, and prior 0.1 is 0.35635786802030456
GMM, minDCF NO PCA with nTarget 4,nNonTarget32,MTypeTargettied diagonal,MtypeNonTargte tied diagonal, and prior 0.1 is 0.35921319796954315
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargetmvg,MtypeNonTargte mvg, and prior 0.1 is 0.5671319796954314
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargetmvg,MtypeNonTargte tied, and prior 0.1 is 0.5923857868020305
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargetmvg,MtypeNonTargte diagonal, and prior 0.1 is 0.5807487309644669
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargetmvg,MtypeNonTargte tied diagonal, and prior 0.1 is 0.5790228426395939
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargettied,MtypeNonTargte mvg, and prior 0.1 is 0.4685152284263959
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargettied,MtypeNonTargte tied, and prior 0.1 is 0.49437817258883243
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargettied,MtypeNonTargte diagonal, and prior 0.1 is 0.5211802030456852
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargettied,MtypeNonTargte tied diagonal, and prior 0.1 is 0.524022842639594
GMM, minDCF NO PCA with nTarget 8,nNonTarget2,MTypeTargetdiagonal,MtypeNonTargte mvg, and prior 0.1 is 0.5110913705583756
